value_book,event_id,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,windcreek_price,avg_dejuiced_prob,book_decimal_odds,EV
fanduel,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_anytime_td,Braelon Allen,Yes,,170.0,150.0,260.0,110.0,260.0,165.0,340.0,270.0,275.0,,0.2858491066245394,4.4,0.2577360691479733
fliff,8b7a76ee61f07cddbb60fc1e079bfeed,Indianapolis Colts @ New England Patriots,player_anytime_td,Rhamondre Stevenson,Yes,,-110.0,105.0,-111.0,-106.0,-105.0,-105.0,105.0,140.0,115.0,,0.4318495738885419,2.4,0.036438977332500455
betonlineag,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_rush_attempts,Zach Charbonnet,Under,3.5,,-130.0,110.0,,,-120.0,,-135.0,,,0.5027657841234712,2.1,0.05580814665928946
hardrockbet,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_anytime_td,Sean Tucker,Yes,,360.0,450.0,230.0,,230.0,425.0,500.0,600.0,650.0,,0.178950165304135,7.5,0.3421262397810123
ballybet,cea1abe8ef88e4105f4cd505b45cd781,Tennessee Titans @ Washington Commanders,player_sacks,Dorance Armstrong,Under,0.5,-122.0,,-164.0,,,-160.0,,-180.0,-175.0,,0.5730519328490263,1.819672131147541,0.04276663190560526
hardrockbet,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_anytime_td,Isaiah Davis,Yes,,600.0,,900.0,475.0,950.0,,2300.0,1575.0,4000.0,,0.0798583899354365,41.0,2.2741939873528962
fliff,cea1abe8ef88e4105f4cd505b45cd781,Tennessee Titans @ Washington Commanders,player_anytime_td,Brian Robinson Jr.,Yes,,-129.0,-110.0,-143.0,-130.0,-130.0,-130.0,-120.0,110.0,100.0,,0.4748866728259464,2.1,-0.002737987065512537
betmgm,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_anytime_td,Sterling Shepard,Yes,,335.0,400.0,230.0,235.0,235.0,210.0,300.0,295.0,300.0,,0.2337345571269676,5.0,0.168672785634838
fanduel,9dcbd3e2d022d7ed1ef1e0e7f8b08f2b,Los Angeles Rams @ New Orleans Saints,player_anytime_td,Foster Moreau,Yes,,410.0,375.0,350.0,360.0,360.0,425.0,650.0,395.0,400.0,,0.1739735323186476,7.5,0.304801492389857
bovada,9dcbd3e2d022d7ed1ef1e0e7f8b08f2b,Los Angeles Rams @ New Orleans Saints,player_receptions,Kevin Austin,Over,2.5,,,,185.0,,150.0,,125.0,135.0,,0.3767214948117123,2.85,0.07365626021338023
fliff,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_anytime_td,Sean Tucker,Yes,,360.0,450.0,230.0,,230.0,425.0,500.0,600.0,650.0,,0.178950165304135,7.0,0.2526511571289449
fanduel,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_anytime_td,Chuba Hubbard,Yes,,-122.0,-165.0,100.0,100.0,100.0,-110.0,115.0,-120.0,-120.0,,0.4619875755862173,2.15,-0.006726712489632858
hardrockbet,31557235498f42eeba725001c12c97ff,San Francisco 49ers @ Buffalo Bills,player_anytime_td,Keon Coleman,Yes,,250.0,290.0,240.0,280.0,240.0,175.0,185.0,330.0,350.0,,0.2488143002193061,4.5,0.11966435098687733
fanduel,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_anytime_td,Jordan Addison,Yes,,180.0,150.0,150.0,150.0,150.0,165.0,230.0,205.0,210.0,,0.3193443281489656,3.3,0.053836282891586484
fanduel,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_anytime_td,AJ Barner,Yes,,750.0,375.0,600.0,400.0,600.0,500.0,1000.0,560.0,600.0,,0.1327709579209003,11.0,0.4604805371299032
fanduel,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_anytime_td,Kyler Murray,Yes,,240.0,275.0,240.0,245.0,245.0,250.0,360.0,250.0,260.0,,0.2431920666670707,4.6,0.11868350666852501
hardrockbet,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_anytime_td,Braelon Allen,Yes,,170.0,150.0,260.0,110.0,260.0,165.0,340.0,270.0,275.0,,0.2858491066245394,3.75,0.07193414984202273
betmgm,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_anytime_td,Jonathon Brooks,Yes,,285.0,600.0,350.0,390.0,390.0,300.0,300.0,555.0,600.0,,0.1774745510000487,7.0,0.24232185700034092
hardrockbet,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_anytime_td,Jonathon Brooks,Yes,,285.0,600.0,350.0,390.0,390.0,300.0,300.0,555.0,600.0,,0.1774745510000487,7.0,0.24232185700034092
ballybet,8b7a76ee61f07cddbb60fc1e079bfeed,Indianapolis Colts @ New England Patriots,player_receptions,DeMario Douglas,Over,4.5,148.0,110.0,,115.0,120.0,115.0,,105.0,110.0,,0.4305212591926489,2.48,0.06769272279776928
fanduel,041764a17c3ecb1fccd45fc75b7a2b49,Pittsburgh Steelers @ Cincinnati Bengals,player_anytime_td,Najee Harris,Yes,,102.0,100.0,-111.0,-106.0,-105.0,-105.0,125.0,-110.0,-105.0,,0.4410808340612765,2.25,-0.007568123362127754
fanduel,cea1abe8ef88e4105f4cd505b45cd781,Tennessee Titans @ Washington Commanders,player_anytime_td,Jeremy McNichols,Yes,,150.0,125.0,240.0,245.0,245.0,185.0,270.0,265.0,185.0,,0.2878048656066267,3.7,0.06487800274451894
hardrockbet,31557235498f42eeba725001c12c97ff,San Francisco 49ers @ Buffalo Bills,player_anytime_td,Amari Cooper,Yes,,163.0,180.0,170.0,170.0,170.0,160.0,185.0,235.0,240.0,,0.3085005885908056,3.4,0.04890200120873889
fanduel,9dcbd3e2d022d7ed1ef1e0e7f8b08f2b,Los Angeles Rams @ New Orleans Saints,player_anytime_td,Juwan Johnson,Yes,,360.0,350.0,300.0,310.0,310.0,360.0,500.0,330.0,350.0,,0.1959857276753053,6.0,0.17591436605183186
fliff,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_anytime_td,Braelon Allen,Yes,,170.0,150.0,260.0,110.0,260.0,165.0,340.0,270.0,275.0,,0.2858491066245394,3.7,0.057641694510795816
fanduel,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_anytime_td,Sam Darnold,Yes,,350.0,450.0,325.0,340.0,340.0,375.0,550.0,360.0,375.0,,0.1833947803966351,6.5,0.19206607257812802
fliff,cea1abe8ef88e4105f4cd505b45cd781,Tennessee Titans @ Washington Commanders,player_anytime_td,Jeremy McNichols,Yes,,150.0,125.0,240.0,245.0,245.0,185.0,270.0,265.0,185.0,,0.2878048656066267,3.65,0.0504877594641876
fanduel,9dcbd3e2d022d7ed1ef1e0e7f8b08f2b,Los Angeles Rams @ New Orleans Saints,player_anytime_td,Cedrick Wilson Jr.,Yes,,510.0,,400.0,,,,700.0,415.0,425.0,,0.1537688667619663,8.0,0.2301509340957304
ballybet,cea1abe8ef88e4105f4cd505b45cd781,Tennessee Titans @ Washington Commanders,player_sacks,Daron Payne,Under,0.5,-200.0,,-250.0,,,-260.0,,-290.0,-275.0,,0.6671428709809262,1.5,0.0007143064713892588
fanduel,9dcbd3e2d022d7ed1ef1e0e7f8b08f2b,Los Angeles Rams @ New Orleans Saints,player_anytime_td,Marquez Valdes-Scantling,Yes,,200.0,225.0,220.0,225.0,225.0,225.0,300.0,220.0,230.0,,0.2664537815309204,4.0,0.06581512612368168
fanduel,9dcbd3e2d022d7ed1ef1e0e7f8b08f2b,Los Angeles Rams @ New Orleans Saints,player_anytime_td,Taysom Hill,Yes,,-104.0,-110.0,-111.0,-110.0,-110.0,110.0,125.0,105.0,110.0,,0.4360026707144001,2.25,-0.018993990892599788
fliff,31557235498f42eeba725001c12c97ff,San Francisco 49ers @ Buffalo Bills,player_anytime_td,Amari Cooper,Yes,,163.0,180.0,170.0,170.0,170.0,160.0,185.0,235.0,240.0,,0.3085005885908056,3.35,0.03347697177919873
hardrockbet,041764a17c3ecb1fccd45fc75b7a2b49,Pittsburgh Steelers @ Cincinnati Bengals,player_anytime_td,Trayveon Williams,Yes,,575.0,1400.0,1400.0,1500.0,1500.0,1000.0,,1770.0,5000.0,,0.0625412599795732,51.0,2.1896042589582327
fliff,31557235498f42eeba725001c12c97ff,San Francisco 49ers @ Buffalo Bills,player_anytime_td,Keon Coleman,Yes,,250.0,290.0,240.0,280.0,240.0,175.0,185.0,330.0,350.0,,0.2488143002193061,4.3,0.06990149094301623
hardrockbet,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_anytime_td,Deven Thompkins,Yes,,650.0,700.0,,425.0,425.0,,800.0,900.0,1100.0,,0.1166751237125617,12.0,0.40010148455074024
fanduel,9dcbd3e2d022d7ed1ef1e0e7f8b08f2b,Los Angeles Rams @ New Orleans Saints,player_anytime_td,Mason Tipton,Yes,,475.0,400.0,500.0,500.0,500.0,600.0,800.0,,,,0.1401094779436664,9.0,0.2609853014929977
betmgm,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_last_td,Aaron Jones,Yes,,410.0,750.0,,400.0,500.0,500.0,550.0,460.0,500.0,,0.1473723392526488,8.5,0.25266488364751505
betmgm,0693d63a0af985e361e21fa59fdd8bed,Houston Texans @ Jacksonville Jaguars,player_reception_yds,Brian Thomas Jr,Under,59.5,-114.0,110.0,,,,,,-120.0,-110.0,,0.4840106477812874,2.1,0.016422360340703657
fanduel,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_anytime_td,Isaiah Davis,Yes,,600.0,,900.0,475.0,950.0,,2300.0,1575.0,4000.0,,0.0798583899354365,24.0,0.916601358450476
fanduel,afa7eb720baa94269de839965e41b8b3,Philadelphia Eagles @ Baltimore Ravens,player_anytime_td,Diontae Johnson,Yes,,460.0,500.0,500.0,500.0,500.0,750.0,1000.0,730.0,850.0,,0.1242667867331473,11.0,0.36693465406462034
fanduel,31557235498f42eeba725001c12c97ff,San Francisco 49ers @ Buffalo Bills,player_anytime_td,Jordan Mason,Yes,,800.0,500.0,800.0,800.0,850.0,1000.0,1500.0,625.0,700.0,,0.0994440888934064,16.0,0.5911054222945025
fanduel,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_anytime_td,Jalen Nailor,Yes,,400.0,450.0,350.0,360.0,360.0,400.0,550.0,365.0,325.0,,0.1791657821034168,6.5,0.16457758367220932
ballybet,cea1abe8ef88e4105f4cd505b45cd781,Tennessee Titans @ Washington Commanders,player_sacks,Jeffery Simmons,Under,0.5,-129.0,,-164.0,,,-155.0,,-170.0,-165.0,,0.5686454621928516,1.7751937984496124,0.009455898001263785
fanduel,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_anytime_td,Rakim Jarrett,Yes,,700.0,500.0,650.0,650.0,650.0,800.0,1300.0,745.0,850.0,,0.1067012405929121,14.0,0.4938173683007695
fliff,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_anytime_td,Jonathon Brooks,Yes,,285.0,600.0,350.0,390.0,390.0,300.0,300.0,555.0,600.0,,0.1774745510000487,6.55,0.16245830905031888
windcreek,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_1st_td,Aaron Jones,Yes,,400.0,400.0,,225.0,370.0,450.0,480.0,375.0,400.0,550.0,0.178777816501984,6.5,0.16205580726289592
fanduel,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_anytime_td,Emari Demercado,Yes,,1200.0,750.0,650.0,650.0,650.0,1000.0,1600.0,710.0,800.0,,0.0952202483345083,17.0,0.6187442216866412
betonlineag,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_anytime_td,Braelon Allen,Yes,,170.0,150.0,260.0,110.0,260.0,165.0,340.0,270.0,275.0,,0.2858491066245394,3.6,0.02905678384834176
draftkings,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_anytime_td,Braelon Allen,Yes,,170.0,150.0,260.0,110.0,260.0,165.0,340.0,270.0,275.0,,0.2858491066245394,3.6,0.02905678384834176
betmgm,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_tds_over,Aaron Jones,Over,1.5,400.0,550.0,300.0,400.0,400.0,,500.0,,325.0,,0.1746344022558856,6.5,0.1351236146632564
fanduel,0693d63a0af985e361e21fa59fdd8bed,Houston Texans @ Jacksonville Jaguars,player_anytime_td,Tim Jones,Yes,,440.0,750.0,700.0,600.0,700.0,750.0,1300.0,860.0,1000.0,,0.1048857427101878,14.0,0.4684003979426292
fanduel,0693d63a0af985e361e21fa59fdd8bed,Houston Texans @ Jacksonville Jaguars,player_pass_completions,Trevor Lawrence,Over,19.5,-118.0,-115.0,-109.0,-115.0,-115.0,-115.0,108.0,-120.0,-115.0,,0.4939072694181743,2.08,0.027327120389802673
betonlineag,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_sacks,Andrew Van Ginkel,Over,0.5,100.0,,130.0,,,115.0,-112.0,105.0,115.0,,0.4429219766077822,2.3,0.01872054619789898
fanduel,8b7a76ee61f07cddbb60fc1e079bfeed,Indianapolis Colts @ New England Patriots,player_receptions,Jonathan Taylor,Over,1.5,-125.0,-155.0,-149.0,-160.0,-150.0,-155.0,-120.0,-165.0,-145.0,,0.5549296710231414,1.8333333333333333,0.01737106354242579
ballybet,8b7a76ee61f07cddbb60fc1e079bfeed,Indianapolis Colts @ New England Patriots,player_anytime_td,Anthony Gould,Yes,,1150.0,750.0,650.0,650.0,650.0,550.0,,,,,0.1089120598072004,12.5,0.36140074759000496
bovada,8b7a76ee61f07cddbb60fc1e079bfeed,Indianapolis Colts @ New England Patriots,player_receptions,Kendrick Bourne,Over,2.5,-122.0,-110.0,-114.0,110.0,-110.0,-110.0,-108.0,-120.0,-110.0,,0.4894345414109193,2.1,0.027812536962930623
ballybet,0693d63a0af985e361e21fa59fdd8bed,Houston Texans @ Jacksonville Jaguars,player_sacks,Will Anderson Jr.,Under,0.5,-124.0,,-164.0,,,-145.0,,-160.0,-150.0,,0.5576443387508837,1.8064516129032255,0.00735751516288663
ballybet,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_sacks,Yaya Diaby,Under,0.5,-155.0,,-213.0,,,-180.0,,-200.0,-190.0,,0.6098475400914828,1.6451612903225803,0.003297565956955406
ballybet,8b7a76ee61f07cddbb60fc1e079bfeed,Indianapolis Colts @ New England Patriots,player_sacks,Kwity Paye,Under,0.5,-129.0,,-164.0,,,-150.0,,-170.0,-160.0,,0.5652438844600931,1.7751937984496124,0.003417438305126641
fanduel,cea1abe8ef88e4105f4cd505b45cd781,Tennessee Titans @ Washington Commanders,player_anytime_td,Julius Chestnut,Yes,,480.0,1000.0,1100.0,1100.0,1100.0,850.0,1900.0,,,,0.083054166696556,20.0,0.6610833339311203
fanduel,041764a17c3ecb1fccd45fc75b7a2b49,Pittsburgh Steelers @ Cincinnati Bengals,player_anytime_td,Cordarrelle Patterson,Yes,,600.0,400.0,900.0,900.0,900.0,850.0,1300.0,720.0,,,0.1030659470053056,14.0,0.44292325807427835
betonlineag,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_sacks,Jonathan Greenard,Over,0.5,-118.0,,110.0,,,-105.0,-114.0,-115.0,-110.0,,0.4784048734108978,2.1,0.004650234162885569
fanduel,0693d63a0af985e361e21fa59fdd8bed,Houston Texans @ Jacksonville Jaguars,player_pass_tds,C.J. Stroud,Over,1.5,-106.0,-115.0,-120.0,-115.0,-115.0,-115.0,108.0,-125.0,-105.0,,0.4924406478157135,2.08,0.024276547456684172
hardrockbet,afa7eb720baa94269de839965e41b8b3,Philadelphia Eagles @ Baltimore Ravens,player_anytime_td,Keaton Mitchell,Yes,,950.0,700.0,550.0,550.0,550.0,850.0,1200.0,1055.0,1400.0,,0.0987701795528659,15.0,0.48155269329298855
fanduel,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_anytime_td,Cade Otton,Yes,,175.0,130.0,180.0,185.0,185.0,165.0,220.0,190.0,200.0,,0.3132072024866652,3.2,0.002263047957328679
hardrockbet,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_anytime_td,Dan Chisena,Yes,,850.0,,,1100.0,1100.0,,2900.0,1870.0,5000.0,,0.0551350498930434,51.0,1.8118875445452134
ballybet,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_sacks,Quinnen Williams,Under,0.5,-122.0,,-143.0,,,-145.0,,-160.0,-155.0,,0.5518775791617159,1.819672131147541,0.004236250605745173
ballybet,041764a17c3ecb1fccd45fc75b7a2b49,Pittsburgh Steelers @ Cincinnati Bengals,player_sacks,Cameron Heyward,Under,0.5,-210.0,,-227.0,,,-280.0,,-300.0,-275.0,,0.6709363317404635,1.4761904761904765,-0.009570176954553644
fanduel,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_anytime_td,Garrett Wilson,Yes,,160.0,100.0,180.0,155.0,180.0,155.0,190.0,155.0,155.0,,0.3413103508454785,2.9,-0.010199982548112274
betonlineag,59ffd762ad2b5d96196f4f58037ab670,Tampa Bay Buccaneers @ Carolina Panthers,player_sacks,Calijah Kancey,Over,0.5,120.0,,150.0,,,130.0,110.0,120.0,130.0,,0.4088093027782282,2.5,0.022023256945570502
windcreek,041764a17c3ecb1fccd45fc75b7a2b49,Pittsburgh Steelers @ Cincinnati Bengals,player_1st_td,Chase Brown,Yes,,480.0,525.0,,235.0,330.0,475.0,500.0,405.0,425.0,575.0,0.1692172878380216,6.75,0.14221669290664585
fanduel,31557235498f42eeba725001c12c97ff,San Francisco 49ers @ Buffalo Bills,player_anytime_td,Ricky Pearsall,Yes,,440.0,375.0,450.0,475.0,450.0,450.0,650.0,445.0,475.0,,0.1561262647455429,7.5,0.17094698559157173
fanduel,0693d63a0af985e361e21fa59fdd8bed,Houston Texans @ Jacksonville Jaguars,player_last_td,Joe Mixon,Yes,,300.0,350.0,,300.0,340.0,350.0,460.0,350.0,375.0,,0.1950636312914514,5.6,0.09235633523212772
bovada,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_reception_yds,Jordan Addison,Under,45.5,,100.0,,110.0,,,,-120.0,-115.0,,0.4788119069283764,2.1,0.005505004549590464
fanduel,2be5371e838993958fd7eb2eda6fc412,Arizona Cardinals @ Minnesota Vikings,player_anytime_td,T.J. Hockenson,Yes,,200.0,200.0,200.0,200.0,200.0,185.0,250.0,195.0,200.0,,0.2892325038172174,3.5,0.012313763360260799
betonlineag,0693d63a0af985e361e21fa59fdd8bed,Houston Texans @ Jacksonville Jaguars,player_sacks,Travon Walker,Over,0.5,-118.0,,110.0,,,-105.0,-114.0,-115.0,-105.0,,0.4773834296539938,2.1,0.0025052022733869084
fanduel,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_anytime_td,Jake Bobo,Yes,,1400.0,500.0,800.0,370.0,850.0,1200.0,1500.0,990.0,1300.0,,0.0937300193124178,16.0,0.49968030899868476
hardrockbet,9dcbd3e2d022d7ed1ef1e0e7f8b08f2b,Los Angeles Rams @ New Orleans Saints,player_anytime_td,Kyren Williams,Yes,,-275.0,-275.0,-250.0,-235.0,-235.0,-250.0,-210.0,-200.0,-190.0,,0.6118611584970846,1.526315789473684,-0.06610665282023942
fanduel,afa7eb720baa94269de839965e41b8b3,Philadelphia Eagles @ Baltimore Ravens,player_receptions,Jahan Dotson,Under,1.5,,-200.0,,-200.0,,-190.0,-160.0,-210.0,-195.0,,0.6126976273401428,1.625,-0.004366355572267944
fanduel,9dcbd3e2d022d7ed1ef1e0e7f8b08f2b,Los Angeles Rams @ New Orleans Saints,player_anytime_td,Matthew Stafford,Yes,,700.0,1200.0,550.0,550.0,550.0,1000.0,1300.0,760.0,900.0,,0.1012982667957755,14.0,0.41817573514085704
fanduel,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_receptions,Davante Adams,Over,5.5,-120.0,-140.0,-128.0,-130.0,-135.0,-135.0,-108.0,-145.0,-125.0,,0.5266382854801068,1.925925925925926,0.014266327591316852
hardrockbet,31557235498f42eeba725001c12c97ff,San Francisco 49ers @ Buffalo Bills,player_anytime_td,Dawson Knox,Yes,,250.0,225.0,250.0,230.0,255.0,225.0,280.0,310.0,325.0,,0.2441047391221888,4.25,0.03744514126930243
hardrockbet,63057e9eb2da9cc89ac93911769b9a3e,Seattle Seahawks @ New York Jets,player_anytime_td,Kene Nwangwu,Yes,,,,,,800.0,,2300.0,1740.0,5000.0,,0.0503629552696386,51.0,1.5685107187515683
bovada,8b7a76ee61f07cddbb60fc1e079bfeed,Indianapolis Colts @ New England Patriots,player_reception_yds,DeMario Douglas,Over,40.5,,-115.0,-114.0,105.0,,,,-120.0,-115.0,,0.4918417195896434,2.05,0.008275525158768948
fanduel,cea1abe8ef88e4105f4cd505b45cd781,Tennessee Titans @ Washington Commanders,player_1st_td,Jeremy McNichols,Yes,,800.0,700.0,,750.0,1200.0,1000.0,1500.0,915.0,700.0,575.0,0.0928668818396119,16.0,0.4858701094337905
hardrockbet,cea1abe8ef88e4105f4cd505b45cd781,Tennessee Titans @ Washington Commanders,player_anytime_td,Brian Robinson Jr.,Yes,,-129.0,-110.0,-143.0,-130.0,-130.0,-130.0,-120.0,110.0,100.0,,0.4748866728259464,2.0,-0.05022665434810725
