value_book,value_book_price,EV,game,market,name,description,point,ballybet_price,betmgm_price,betonlineag_price,betparx_price,betus_price,bovada_price,draftkings_price,espnbet_price,fanduel_price,fliff_price,hardrockbet_price,lowvig_price,mybookieag_price,windcreek_price,avg_dejuiced_prob,book_decimal_odds
mybookieag,107.0,0.042430251063628965,Utah Valley Wolverines @ Idaho State Bengals,h2h,,Utah Valley Wolverines,,-112.0,-115.0,-120.0,-112.0,,-120.0,-112.0,-110.0,-112.0,-115.0,-120.0,-120.0,107.0,-105.0,0.5035894932674535,2.0700000000000003
bovada,-115.0,0.032345077755763896,Montana St Bobcats @ UC Riverside Highlanders,h2h,,UC Riverside Highlanders,,-155.0,-140.0,-135.0,-155.0,-145.0,-115.0,-142.0,-140.0,-140.0,-145.0,-140.0,-145.0,-125.0,-133.0,0.5521845764740133,1.869565217391304
fanduel,890.0,0.21280061654762017,UMBC Retrievers @ Georgia Tech Yellow Jackets,h2h,,UMBC Retrievers,,700.0,,,700.0,,,625.0,750.0,890.0,650.0,600.0,,525.0,700.0,0.1225051127825879,9.9
betparx,-220.0,-0.006458180206965092,Le Moyne Dolphins @ Dartmouth Big Green,h2h,,Dartmouth Big Green,,,-250.0,-250.0,-220.0,,-260.0,-258.0,-250.0,-250.0,-270.0,-275.0,-250.0,-260.0,-250.0,0.6830600011077115,1.4545454545454546
draftkings,-500.0,-0.021189089255087556,Lafayette Leopards @ GW Revolutionaries,h2h,,GW Revolutionaries,,-625.0,-650.0,,-625.0,,,-500.0,-550.0,-700.0,-675.0,-700.0,,-650.0,-588.0,0.8156757589540937,1.2
draftkings,-245.0,-0.017116388807330463,Florida Gulf Coast Eagles @ UNC Wilmington Seahawks,h2h,,UNC Wilmington Seahawks,,-275.0,-275.0,,-275.0,,,-245.0,-275.0,-290.0,-290.0,-300.0,,-310.0,-286.0,0.6979898108469682,1.4081632653061225
lowvig,104.0,-0.08271019266301127,Youngstown St Penguins @ Wright St Raiders,spreads,,Youngstown St Penguins,7.0,-109.0,,100.0,-109.0,-110.0,-105.0,-108.0,,,,-110.0,104.0,-110.0,,0.4496518663416611,2.04
bovada,-150.0,-0.00956593940292172,Manhattan Jaspers @ Wagner Seahawks,h2h,,Wagner Seahawks,,-167.0,-165.0,,-167.0,,-150.0,-166.0,-170.0,-170.0,-175.0,-170.0,,-180.0,-167.0,0.5942604363582471,1.6666666666666663
draftkings,-285.0,-0.01287836517165486,Wofford Terriers @ Saint Louis Billikens,h2h,,Saint Louis Billikens,,-335.0,-350.0,-330.0,-335.0,-330.0,-330.0,-285.0,-320.0,-300.0,-355.0,-350.0,-330.0,-303.0,-333.0,0.7307264050028011,1.350877192982456
betmgm,100.0,-0.088905814030382,Evansville Purple Aces @ UT-Arlington Mavericks,spreads,,Evansville Purple Aces,7.5,-114.0,100.0,,-114.0,,-115.0,,-110.0,-108.0,,-110.0,,,,0.455547092984809,2.0
betus,134.0,0.01488677037644126,UC Santa Barbara Gauchos @ Loyola Marymount Lions,h2h,,UC Santa Barbara Gauchos,,114.0,120.0,125.0,114.0,134.0,130.0,124.0,125.0,128.0,115.0,120.0,125.0,113.0,115.0,0.4337122950326672,2.34
betus,125.0,0.007584702933470355,Montana St Bobcats @ UC Riverside Highlanders,h2h,,Montana St Bobcats,,120.0,115.0,115.0,120.0,125.0,-105.0,120.0,120.0,114.0,110.0,110.0,125.0,103.0,105.0,0.4478154235259868,2.25
lowvig,125.0,0.007584702933470355,Montana St Bobcats @ UC Riverside Highlanders,h2h,,Montana St Bobcats,,120.0,115.0,115.0,120.0,125.0,-105.0,120.0,120.0,114.0,110.0,110.0,125.0,103.0,105.0,0.4478154235259868,2.25
draftkings,-950.0,-0.030137229917597264,UMBC Retrievers @ Georgia Tech Yellow Jackets,h2h,,Georgia Tech Yellow Jackets,,-1250.0,,,-1250.0,,,-950.0,-1400.0,-1700.0,-1500.0,-1200.0,,-1400.0,-1250.0,0.8774948872174121,1.1052631578947367
mybookieag,-125.0,-0.006067762346775973,Montana St Bobcats @ UC Riverside Highlanders,h2h,,UC Riverside Highlanders,,-155.0,-140.0,-135.0,-155.0,-145.0,-115.0,-142.0,-140.0,-140.0,-145.0,-140.0,-145.0,-125.0,-133.0,0.5521845764740133,1.8
lowvig,-101.0,-0.09505514103744983,Utah Valley Wolverines @ Idaho State Bengals,spreads,,Idaho State Bengals,1.0,,,-105.0,,-110.0,,-118.0,,,,-115.0,-101.0,,,0.4547235360956098,1.99009900990099
draftkings,-900.0,-0.029499368555703565,American Eagles @ Saint Joseph's Hawks,h2h,,Saint Joseph's Hawks,,-1250.0,-1100.0,,-1250.0,,,-900.0,-1400.0,-1200.0,-1445.0,-1200.0,,-1300.0,-1111.0,0.8734505682998668,1.1111111111111112
ballybet,255.0,0.03274023764745104,Idaho Vandals @ UC Davis Aggies,h2h,,Idaho Vandals,,255.0,220.0,230.0,255.0,230.0,225.0,215.0,230.0,240.0,215.0,220.0,230.0,222.0,220.0,0.290912742999282,3.55
betparx,255.0,0.03274023764745104,Idaho Vandals @ UC Davis Aggies,h2h,,Idaho Vandals,,255.0,220.0,230.0,255.0,230.0,225.0,215.0,230.0,240.0,215.0,220.0,230.0,222.0,220.0,0.290912742999282,3.55
ballybet,-275.0,-0.016623996471018865,Youngstown St Penguins @ Wright St Raiders,h2h,,Wright St Raiders,,-275.0,-350.0,-325.0,-275.0,-310.0,-310.0,-305.0,-320.0,-300.0,-330.0,-325.0,-325.0,-278.0,-333.0,0.7211424025879194,1.3636363636363638
betparx,-275.0,-0.016623996471018865,Youngstown St Penguins @ Wright St Raiders,h2h,,Wright St Raiders,,-275.0,-350.0,-325.0,-275.0,-310.0,-310.0,-305.0,-320.0,-300.0,-330.0,-325.0,-325.0,-278.0,-333.0,0.7211424025879194,1.3636363636363638
bovada,145.0,0.01023332749259731,Oklahoma Sooners @ Michigan Wolverines,h2h,,Oklahoma Sooners,,120.0,135.0,135.0,120.0,134.0,145.0,136.0,140.0,128.0,125.0,125.0,135.0,129.0,135.0,0.4123401336704478,2.45
betmgm,-275.0,-0.024468783305076625,Mercyhurst Lakers @ Binghamton Bearcats,h2h,,Binghamton Bearcats,,-295.0,-275.0,,-295.0,,,-298.0,-290.0,-320.0,-330.0,-325.0,,-340.0,-333.0,0.7153895589096104,1.3636363636363638
draftkings,114.0,-0.007234034401109923,Southern Utah Thunderbirds @ UT Rio Grande Valley Vaqueros,h2h,,Southern Utah Thunderbirds,,102.0,110.0,,102.0,,,114.0,105.0,104.0,100.0,100.0,,,105.0,0.4639093297191075,2.14
fanduel,-138.0,-0.005306480681048331,Northeastern Huskies @ Massachusetts Minutemen,h2h,,Massachusetts Minutemen,,-139.0,-150.0,-155.0,-139.0,-155.0,-150.0,-155.0,-150.0,-138.0,-160.0,-160.0,-155.0,-156.0,-154.0,0.5767550658235938,1.7246376811594204
betonlineag,270.0,0.03177311042469788,Youngstown St Penguins @ Wright St Raiders,h2h,,Youngstown St Penguins,,215.0,260.0,270.0,215.0,255.0,255.0,245.0,250.0,235.0,230.0,220.0,270.0,220.0,250.0,0.2788575974120805,3.7
lowvig,270.0,0.03177311042469788,Youngstown St Penguins @ Wright St Raiders,h2h,,Youngstown St Penguins,,215.0,260.0,270.0,215.0,255.0,255.0,245.0,250.0,235.0,230.0,220.0,270.0,220.0,250.0,0.2788575974120805,3.7
betonlineag,100.0,-0.007178986534907006,Utah Valley Wolverines @ Idaho State Bengals,h2h,,Idaho State Bengals,,-109.0,-105.0,100.0,-109.0,,100.0,-108.0,-110.0,-108.0,-115.0,-110.0,100.0,-132.0,-118.0,0.4964105067325465,2.0
bovada,100.0,-0.007178986534907006,Utah Valley Wolverines @ Idaho State Bengals,h2h,,Idaho State Bengals,,-109.0,-105.0,100.0,-109.0,,100.0,-108.0,-110.0,-108.0,-115.0,-110.0,100.0,-132.0,-118.0,0.4964105067325465,2.0
lowvig,100.0,-0.007178986534907006,Utah Valley Wolverines @ Idaho State Bengals,h2h,,Idaho State Bengals,,-109.0,-105.0,100.0,-109.0,,100.0,-108.0,-110.0,-108.0,-115.0,-110.0,100.0,-132.0,-118.0,0.4964105067325465,2.0
betmgm,-110.0,-0.10102401979691056,Fairleigh Dickinson Knights @ La Salle Explorers,spreads,,Fairleigh Dickinson Knights,15.5,,-110.0,,,,,,-120.0,-118.0,-125.0,,,,,0.4708921801063803,1.9090909090909087
lowvig,-101.0,-0.09469096278970479,Montana St Bobcats @ UC Riverside Highlanders,spreads,,Montana St Bobcats,2.5,-105.0,-115.0,,-105.0,-110.0,,-108.0,-115.0,,-120.0,,-101.0,,,0.4549065311355215,1.99009900990099
lowvig,-101.0,-0.09276524414338694,Wofford Terriers @ Saint Louis Billikens,spreads,,Wofford Terriers,7.5,-118.0,-110.0,-105.0,-118.0,-105.0,-110.0,-108.0,-110.0,-114.0,-115.0,-110.0,-101.0,,,0.4558741808035717,1.99009900990099
fanduel,-172.0,-0.022258015944808807,Miami (OH) RedHawks @ Vermont Catamounts,h2h,,Vermont Catamounts,,-186.0,-190.0,,-186.0,,,-185.0,-185.0,-172.0,-205.0,-190.0,,-205.0,-182.0,0.6182780193290179,1.5813953488372094
mybookieag,-278.0,-0.019453855473980264,Youngstown St Penguins @ Wright St Raiders,h2h,,Wright St Raiders,,-275.0,-350.0,-325.0,-275.0,-310.0,-310.0,-305.0,-320.0,-300.0,-330.0,-325.0,-325.0,-278.0,-333.0,0.7211424025879194,1.359712230215827
draftkings,-120.0,-0.01743660914849776,Mercer Bears @ Queens University Royals,h2h,,Queens University Royals,,-127.0,,,-127.0,,,-120.0,-130.0,-134.0,-135.0,-135.0,,,-133.0,0.535943667737183,1.8333333333333333
lowvig,102.0,-0.10082815734989647,Oklahoma Sooners @ Michigan Wolverines,spreads,,Oklahoma Sooners,3.0,,,-102.0,,,,,,,,-110.0,102.0,-110.0,,0.4451345755693582,2.02
espnbet,-105.0,-0.01770836576184409,Lafayette Leopards @ GW Revolutionaries,totals,,Under,142.5,-112.0,,,-112.0,,-110.0,,-105.0,-116.0,-125.0,,,,,0.503124983390275,1.9523809523809523
ballybet,-139.0,-0.008313232145043759,Northeastern Huskies @ Massachusetts Minutemen,h2h,,Massachusetts Minutemen,,-139.0,-150.0,-155.0,-139.0,-155.0,-150.0,-155.0,-150.0,-138.0,-160.0,-160.0,-155.0,-156.0,-154.0,0.5767550658235938,1.7194244604316546
betparx,-139.0,-0.008313232145043759,Northeastern Huskies @ Massachusetts Minutemen,h2h,,Massachusetts Minutemen,,-139.0,-150.0,-155.0,-139.0,-155.0,-150.0,-155.0,-150.0,-138.0,-160.0,-160.0,-155.0,-156.0,-154.0,0.5767550658235938,1.7194244604316546
draftkings,-375.0,-0.027835433212832328,Abilene Christian Wildcats @ Texas A&M-Commerce Lions,h2h,,Abilene Christian Wildcats,,-435.0,-450.0,,-435.0,,,-375.0,-400.0,-385.0,-465.0,-425.0,,,-455.0,0.7674983422003956,1.2666666666666666
betus,138.0,0.00015304140895266993,Murray St Racers @ Indiana St Sycamores,h2h,,Indiana St Sycamores,,125.0,125.0,130.0,125.0,138.0,135.0,124.0,130.0,134.0,115.0,120.0,130.0,125.0,125.0,0.420232370339896,2.38
lowvig,-101.0,-0.09605404201506074,Florida Gulf Coast Eagles @ UNC Wilmington Seahawks,spreads,,Florida Gulf Coast Eagles,6.5,-112.0,-110.0,-105.0,-112.0,,-110.0,-108.0,-110.0,-110.0,-115.0,-110.0,-101.0,-110.0,,0.4542216007785018,1.99009900990099
espnbet,145.0,-0.0059380690777055545,Manhattan Jaspers @ Wagner Seahawks,h2h,,Manhattan Jaspers,,135.0,135.0,,135.0,,130.0,140.0,145.0,138.0,125.0,130.0,,125.0,135.0,0.4057395636417528,2.45
draftkings,-1000.0,-0.02482403883886075,Kennesaw St Owls @ Santa Clara Broncos,h2h,,Santa Clara Broncos,,-1250.0,-1200.0,-1400.0,-1250.0,-1400.0,,-1000.0,-1400.0,-1300.0,-1650.0,-1400.0,-1400.0,-1250.0,-1250.0,0.886523601055581,1.1
fanduel,470.0,0.05064817396166532,Lafayette Leopards @ GW Revolutionaries,h2h,,Lafayette Leopards,,430.0,450.0,,430.0,,,380.0,400.0,470.0,400.0,450.0,,350.0,400.0,0.1843242410459062,5.7
draftkings,145.0,0.0029174959960678315,Richmond Spiders @ William & Mary Tribe,h2h,,Richmond Spiders,,140.0,135.0,133.0,140.0,132.0,130.0,145.0,135.0,128.0,125.0,125.0,133.0,131.0,135.0,0.409354079998395,2.45
bovada,-115.0,-0.10097774555000172,Utah Valley Wolverines @ Idaho State Bengals,spreads,,Idaho State Bengals,1.5,-125.0,-125.0,,-125.0,,-115.0,,-120.0,-122.0,-135.0,,,,,0.4808723686593015,1.869565217391304
betonlineag,-170.0,-0.015210841916952988,Portland St Vikings @ Pacific Tigers,h2h,,Pacific Tigers,,-180.0,-185.0,-170.0,-180.0,-170.0,-180.0,-185.0,-190.0,-194.0,-200.0,-200.0,-170.0,-189.0,-200.0,0.6200524328671037,1.5882352941176472
betus,-170.0,-0.015210841916952988,Portland St Vikings @ Pacific Tigers,h2h,,Pacific Tigers,,-180.0,-185.0,-170.0,-180.0,-170.0,-180.0,-185.0,-190.0,-194.0,-200.0,-200.0,-170.0,-189.0,-200.0,0.6200524328671037,1.5882352941176472
lowvig,-170.0,-0.015210841916952988,Portland St Vikings @ Pacific Tigers,h2h,,Pacific Tigers,,-180.0,-185.0,-170.0,-180.0,-170.0,-180.0,-185.0,-190.0,-194.0,-200.0,-200.0,-170.0,-189.0,-200.0,0.6200524328671037,1.5882352941176472
ballybet,-105.0,-0.02521624297530156,Elon Phoenix @ East Tennessee St Buccaneers,totals,,Under,142.5,-105.0,,,-105.0,,,,,-118.0,-120.0,,,,,0.4992794853053333,1.9523809523809523
betparx,-105.0,-0.02521624297530156,Elon Phoenix @ East Tennessee St Buccaneers,totals,,Under,142.5,-105.0,,,-105.0,,,,,-118.0,-120.0,,,,,0.4992794853053333,1.9523809523809523
bovada,100.0,-0.09912268800106727,UMBC Retrievers @ Georgia Tech Yellow Jackets,spreads,,UMBC Retrievers,14.5,-107.0,,,-107.0,,100.0,,-105.0,-102.0,-120.0,-110.0,,-110.0,,0.4504386559994663,2.0
fanduel,760.0,0.09620157653123629,Stonehill Skyhawks @ UMass Lowell River Hawks,h2h,,Stonehill Skyhawks,,650.0,675.0,,650.0,,,650.0,650.0,760.0,625.0,600.0,,550.0,650.0,0.1274652995966554,8.6
bovada,-105.0,-0.09932014705757863,CSU Bakersfield Roadrunners @ Portland Pilots,spreads,,Portland Pilots,1.5,-118.0,-115.0,,-118.0,,-105.0,-115.0,-110.0,-110.0,-120.0,-110.0,,-110.0,,0.46132382711685,1.9523809523809523
lowvig,103.0,-0.10366539518737161,Stonehill Skyhawks @ UMass Lowell River Hawks,spreads,,Stonehill Skyhawks,13.0,,,-101.0,,,-110.0,,,,,-105.0,103.0,,,0.4415441403017874,2.03
lowvig,100.0,-0.018921447867995322,Mercer Bears @ Queens University Royals,totals,,Under,158.5,-108.0,,-102.0,-108.0,,,,-105.0,-108.0,-120.0,,100.0,,,0.4905392760660023,2.0
betmgm,340.0,0.023007294318259208,Abilene Christian Wildcats @ Texas A&M-Commerce Lions,h2h,,Texas A&M-Commerce Lions,,325.0,340.0,,325.0,,,295.0,300.0,300.0,300.0,275.0,,,320.0,0.2325016577996043,4.4
bovada,130.0,-0.0024617214248654484,UC Santa Barbara Gauchos @ Loyola Marymount Lions,h2h,,UC Santa Barbara Gauchos,,114.0,120.0,125.0,114.0,134.0,130.0,124.0,125.0,128.0,115.0,120.0,125.0,113.0,115.0,0.4337122950326672,2.3
lowvig,-106.0,-0.10530359258825217,Northern Illinois Huskies @ Illinois St Redbirds,spreads,,Northern Illinois Huskies,15.5,,,-110.0,,-110.0,,,,,-125.0,,-106.0,,,0.460377763037113,1.9433962264150944
espnbet,100.0,-0.10215683640720152,Longwood Lancers @ Campbell Fighting Camels,spreads,,Campbell Fighting Camels,1.5,-112.0,-105.0,,-112.0,,,,100.0,-102.0,-110.0,,,,,0.4489215817963992,2.0
fanduel,-106.0,-0.026901641253760933,Elon Phoenix @ East Tennessee St Buccaneers,totals,,Over,142.5,-117.0,,,-117.0,,,,,-106.0,-110.0,,,,,0.5007205146946667,1.9433962264150944
lowvig,-101.0,-0.09993725010241017,Mercyhurst Lakers @ Binghamton Bearcats,spreads,,Binghamton Bearcats,-6.5,-112.0,-105.0,-105.0,-112.0,,-110.0,,-105.0,-108.0,-115.0,-110.0,-101.0,-110.0,,0.4522703370132168,1.99009900990099
draftkings,-102.0,-0.10386214336712873,Utah Valley Wolverines @ Idaho State Bengals,spreads,,Utah Valley Wolverines,-1.0,,,-115.0,,-110.0,,-102.0,,,,-105.0,-111.0,,,0.4525052543393707,1.9803921568627447
lowvig,-106.0,-0.10192221512909361,Toledo Rockets @ Houston Cougars,spreads,,Toledo Rockets,29.5,-112.0,-115.0,-110.0,-112.0,,,,-115.0,-118.0,-120.0,,-106.0,,,0.462117695127748,1.9433962264150944
draftkings,-265.0,-0.02333264601787899,Idaho Vandals @ UC Davis Aggies,h2h,,UC Davis Aggies,,-335.0,-275.0,-275.0,-335.0,-275.0,-275.0,-265.0,-280.0,-310.0,-315.0,-325.0,-275.0,-286.0,-286.0,0.709087257000718,1.3773584905660377
espnbet,100.0,-0.10546827426622818,Fairleigh Dickinson Knights @ La Salle Explorers,spreads,,La Salle Explorers,-15.5,,-110.0,,,,,,100.0,-104.0,-110.0,,,,,0.4472658628668859,2.0
espnbet,190.0,0.0007514237778194488,Memphis Tigers @ Virginia Cavaliers,h2h,,Virginia Cavaliers,,160.0,180.0,180.0,160.0,180.0,185.0,180.0,190.0,168.0,170.0,175.0,180.0,172.0,175.0,0.3450866978544205,2.9
ballybet,-109.0,-0.1039731301881004,Longwood Lancers @ Campbell Fighting Camels,spreads,,Longwood Lancers,-1.5,-109.0,-115.0,,-109.0,,,,-120.0,-120.0,-125.0,,,,,0.4673058794712778,1.9174311926605505
betparx,-109.0,-0.1039731301881004,Longwood Lancers @ Campbell Fighting Camels,spreads,,Longwood Lancers,-1.5,-109.0,-115.0,,-109.0,,,,-120.0,-120.0,-125.0,,,,,0.4673058794712778,1.9174311926605505
betonlineag,100.0,-0.10069626731667769,Youngstown St Penguins @ Wright St Raiders,spreads,,Youngstown St Penguins,7.0,-109.0,,100.0,-109.0,-110.0,-105.0,-108.0,,,,-110.0,104.0,-110.0,,0.4496518663416611,2.0
ballybet,-148.0,-0.015272656420750264,Oklahoma Sooners @ Michigan Wolverines,h2h,,Michigan Wolverines,,-148.0,-160.0,-155.0,-148.0,-155.0,-170.0,-162.0,-165.0,-154.0,-170.0,-160.0,-155.0,-159.0,-167.0,0.5876598663295522,1.6756756756756757
betparx,-148.0,-0.015272656420750264,Oklahoma Sooners @ Michigan Wolverines,h2h,,Michigan Wolverines,,-148.0,-160.0,-155.0,-148.0,-155.0,-170.0,-162.0,-165.0,-154.0,-170.0,-160.0,-155.0,-159.0,-167.0,0.5876598663295522,1.6756756756756757
espnbet,-105.0,-0.026709721422518817,The Citadel Bulldogs @ Vanderbilt Commodores,totals,,Over,149.5,,-110.0,,,,,,-105.0,,-120.0,-110.0,,,,0.4985145329299294,1.9523809523809523
betonlineag,-115.0,-0.017096407851985074,CSU Bakersfield Roadrunners @ Portland Pilots,h2h,,CSU Bakersfield Roadrunners,,-120.0,-120.0,-115.0,-120.0,-125.0,-125.0,-125.0,-125.0,-128.0,-130.0,-130.0,-115.0,-125.0,-125.0,0.525739130683822,1.869565217391304
lowvig,-115.0,-0.017096407851985074,CSU Bakersfield Roadrunners @ Portland Pilots,h2h,,CSU Bakersfield Roadrunners,,-120.0,-120.0,-115.0,-120.0,-125.0,-125.0,-125.0,-125.0,-128.0,-130.0,-130.0,-115.0,-125.0,-125.0,0.525739130683822,1.869565217391304
windcreek,-105.0,-0.016801465525447923,Utah Valley Wolverines @ Idaho State Bengals,h2h,,Utah Valley Wolverines,,-112.0,-115.0,-120.0,-112.0,,-120.0,-112.0,-110.0,-112.0,-115.0,-120.0,-120.0,107.0,-105.0,0.5035894932674535,1.9523809523809523
bovada,-150.0,-0.015590133330658396,Richmond Spiders @ William & Mary Tribe,h2h,,William & Mary Tribe,,-175.0,-160.0,-153.0,-175.0,-153.0,-150.0,-175.0,-155.0,-154.0,-170.0,-160.0,-153.0,-161.0,-167.0,0.5906459200016051,1.6666666666666663
lowvig,-101.0,-0.10157429947081797,UC Santa Barbara Gauchos @ Loyola Marymount Lions,spreads,,UC Santa Barbara Gauchos,2.5,-115.0,-110.0,-105.0,-115.0,,,,-105.0,-102.0,-115.0,-105.0,-101.0,,,0.4514477400669024,1.99009900990099
lowvig,-104.0,-0.10234842856159176,Alabama A&M Bulldogs @ UAB Blazers,spreads,,Alabama A&M Bulldogs,21.5,-112.0,,-108.0,-112.0,,,,-110.0,-110.0,-125.0,-110.0,-104.0,-110.0,,0.4576262913215414,1.9615384615384617
fanduel,-102.0,-0.10209293015728271,Alabama Crimson Tide @ North Dakota Fighting Hawks,spreads,,North Dakota Fighting Hawks,25.5,,-110.0,-110.0,,,-110.0,-108.0,-110.0,-102.0,-115.0,,-106.0,,,0.4533986194255306,1.9803921568627447
lowvig,-102.0,-0.10304097639331855,Richmond Spiders @ William & Mary Tribe,spreads,,William & Mary Tribe,-3.0,,,-106.0,,-110.0,-110.0,-112.0,,,,-110.0,-102.0,-110.0,,0.4529199030093145,1.9803921568627447
lowvig,-101.0,-0.10212880205424435,American Eagles @ Saint Joseph's Hawks,spreads,,American Eagles,13.5,-106.0,,-105.0,-106.0,,,-112.0,-105.0,-114.0,-110.0,-110.0,-101.0,-110.0,,0.4511691094155289,1.99009900990099
fanduel,-105.0,-0.022217562824216497,Richmond Spiders @ William & Mary Tribe,totals,,Under,155.5,-110.0,,,-110.0,,,,-115.0,-105.0,-120.0,-110.0,,,,0.5008153946510111,1.9523809523809523
ballybet,-105.0,-0.023515570879896974,Austin Peay Governors @ Ohio Bobcats,totals,,Under,142.5,-105.0,-115.0,,-105.0,,,,-115.0,-110.0,-120.0,,,,,0.5001505612566381,1.9523809523809523
betparx,-105.0,-0.023515570879896974,Austin Peay Governors @ Ohio Bobcats,totals,,Under,142.5,-105.0,-115.0,,-105.0,,,,-115.0,-110.0,-120.0,,,,,0.5001505612566381,1.9523809523809523
