market,description,name,betmgm_name,betmgm_point,betmgm_price,betmgm_price_decimal_odds,betmgm_price_decimal_odds_implied_probability,betonlineag_name,betonlineag_point,betonlineag_price,betonlineag_price_decimal_odds,betonlineag_price_decimal_odds_implied_probability,betrivers_name,betrivers_point,betrivers_price,betrivers_price_decimal_odds,betrivers_price_decimal_odds_implied_probability,bovada_name,bovada_point,bovada_price,bovada_price_decimal_odds,bovada_price_decimal_odds_implied_probability,draftkings_name,draftkings_point,draftkings_price,draftkings_price_decimal_odds,draftkings_price_decimal_odds_implied_probability,fanduel_name,fanduel_point,fanduel_price,fanduel_price_decimal_odds,fanduel_price_decimal_odds_implied_probability,williamhill_us_name,williamhill_us_point,williamhill_us_price,williamhill_us_price_decimal_odds,williamhill_us_price_decimal_odds_implied_probability
player_points,Isaac Okoro,Over,Over,6.5,-120.0,1.8333333333333335,0.5454545454545454,Over,6.5,-115.0,1.8695652173913042,0.5348837209302326,Over,5.5,-240.0,1.4166666666666667,0.7058823529411764,,,,,,Over,6.5,-120.0,1.8333333333333335,0.5454545454545454,,,,,,Over,6.5,-125.0,1.8,0.5555555555555556
player_points,Isaac Okoro,Under,Under,6.5,-110.0,1.9090909090909092,0.5238095238095238,Under,6.5,-112.0,1.8928571428571428,0.5283018867924528,Under,5.5,155.0,2.55,0.3921568627450981,,,,,,Under,6.5,-110.0,1.9090909090909092,0.5238095238095238,,,,,,Under,6.5,-109.0,1.9174311926605505,0.5215311004784688
player_points,Jarrett Allen,Over,Over,13.5,-110.0,1.9090909090909092,0.5238095238095238,Over,13.5,-110.0,1.9090909090909092,0.5238095238095238,Over,12.5,-159.0,1.6289308176100628,0.613899613899614,Over,13.5,-110.0,1.9090909090909092,0.5238095238095238,Over,13.5,-120.0,1.8333333333333335,0.5454545454545454,Over,14.5,102.0,2.02,0.49504950495049505,Over,13.5,-111.0,1.900900900900901,0.5260663507109005
player_points,Jarrett Allen,Under,Under,13.5,-120.0,1.8333333333333335,0.5454545454545454,Under,13.5,-118.0,1.847457627118644,0.5412844036697247,Under,12.5,116.0,2.16,0.4629629629629629,Under,13.5,-120.0,1.8333333333333335,0.5454545454545454,Under,13.5,-110.0,1.9090909090909092,0.5238095238095238,Under,14.5,-130.0,1.7692307692307692,0.5652173913043479,Under,13.5,-123.0,1.8130081300813008,0.5515695067264574
player_points,Jaylen Brown,Over,Over,25.5,-105.0,1.9523809523809523,0.5121951219512195,Over,24.5,-114.0,1.8771929824561404,0.5327102803738317,Over,24.5,-115.0,1.8695652173913042,0.5348837209302326,Over,25.5,-105.0,1.9523809523809523,0.5121951219512195,Over,24.5,-110.0,1.9090909090909092,0.5238095238095238,Over,24.5,100.0,2.0,0.5,Over,25.5,-106.0,1.9433962264150944,0.5145631067961165
player_points,Jaylen Brown,Under,Under,25.5,-125.0,1.8,0.5555555555555556,Under,24.5,-114.0,1.8771929824561404,0.5327102803738317,Under,24.5,-115.0,1.8695652173913042,0.5348837209302326,Under,25.5,-125.0,1.8,0.5555555555555556,Under,24.5,-120.0,1.8333333333333335,0.5454545454545454,Under,24.5,-128.0,1.78125,0.5614035087719298,Under,25.5,-129.0,1.7751937984496124,0.5633187772925764
player_points,Jayson Tatum,Over,Over,27.5,-135.0,1.7407407407407407,0.574468085106383,Over,27.5,-137.0,1.72992700729927,0.5780590717299579,Over,28.5,-115.0,1.8695652173913042,0.5348837209302326,Over,27.5,-130.0,1.7692307692307692,0.5652173913043479,Over,27.5,-115.0,1.8695652173913042,0.5348837209302326,Over,27.5,-118.0,1.847457627118644,0.5412844036697247,Over,27.5,-123.0,1.8130081300813008,0.5515695067264574
player_points,Jayson Tatum,Under,Under,27.5,100.0,2.0,0.5,Under,27.5,106.0,2.06,0.4854368932038835,Under,28.5,-115.0,1.8695652173913042,0.5348837209302326,Under,27.5,100.0,2.0,0.5,Under,27.5,-115.0,1.8695652173913042,0.5348837209302326,Under,27.5,-108.0,1.925925925925926,0.5192307692307692,Under,27.5,-111.0,1.900900900900901,0.5260663507109005
player_points,Jrue Holiday,Over,Over,12.5,100.0,2.0,0.5,Over,12.5,-102.0,1.9803921568627452,0.504950495049505,Over,12.5,-105.0,1.9523809523809523,0.5121951219512195,Over,12.5,100.0,2.0,0.5,Over,11.5,-135.0,1.7407407407407407,0.574468085106383,Over,12.5,100.0,2.0,0.5,Over,12.5,-103.0,1.970873786407767,0.5073891625615764
player_points,Jrue Holiday,Under,Under,12.5,-130.0,1.7692307692307692,0.5652173913043479,Under,12.5,-127.0,1.7874015748031495,0.5594713656387665,Under,12.5,-127.0,1.7874015748031495,0.5594713656387665,Under,12.5,-130.0,1.7692307692307692,0.5652173913043479,Under,11.5,105.0,2.05,0.48780487804878053,Under,12.5,-128.0,1.78125,0.5614035087719298,Under,12.5,-133.0,1.7518796992481203,0.5708154506437768
player_rebounds,Al Horford,Over,Over,5.5,-120.0,1.8333333333333335,0.5454545454545454,Over,5.5,-120.0,1.8333333333333335,0.5454545454545454,Over,6.5,155.0,2.55,0.3921568627450981,Over,5.5,-120.0,1.8333333333333335,0.5454545454545454,Over,5.5,-130.0,1.7692307692307692,0.5652173913043479,Over,5.5,-113.0,1.8849557522123894,0.5305164319248826,Over,5.5,-133.0,1.7518796992481203,0.5708154506437768
player_rebounds,Al Horford,Under,Under,5.5,-110.0,1.9090909090909092,0.5238095238095238,Under,5.5,-108.0,1.925925925925926,0.5192307692307692,Under,6.5,-210.0,1.4761904761904763,0.6774193548387096,Under,5.5,-110.0,1.9090909090909092,0.5238095238095238,Under,5.5,100.0,2.0,0.5,Under,5.5,-113.0,1.8849557522123894,0.5305164319248826,Under,5.5,-103.0,1.970873786407767,0.5073891625615764
player_rebounds,Darius Garland,Over,Over,2.5,-155.0,1.6451612903225805,0.607843137254902,Over,2.5,-145.0,1.6896551724137931,0.5918367346938775,Over,2.5,-129.0,1.7751937984496124,0.5633187772925764,,,,,,Over,2.5,-148.0,1.6756756756756757,0.5967741935483871,Over,2.5,-125.0,1.8,0.5555555555555556,Over,2.5,-154.0,1.6493506493506493,0.6062992125984252
player_rebounds,Darius Garland,Under,Under,2.5,115.0,2.15,0.46511627906976744,Under,2.5,111.0,2.1100000000000003,0.4739336492890995,Under,2.5,-104.0,1.9615384615384617,0.5098039215686274,,,,,,Under,2.5,115.0,2.15,0.46511627906976744,Under,2.5,-102.0,1.9803921568627452,0.504950495049505,Under,2.5,112.0,2.12,0.4716981132075471
player_rebounds,Derrick White,Over,Over,4.5,-110.0,1.9090909090909092,0.5238095238095238,Over,4.5,-105.0,1.9523809523809523,0.5121951219512195,Over,4.5,100.0,2.0,0.5,,,,,,Over,4.5,-105.0,1.9523809523809523,0.5121951219512195,Over,4.5,104.0,2.04,0.49019607843137253,Over,4.5,-111.0,1.900900900900901,0.5260663507109005
player_rebounds,Derrick White,Under,Under,4.5,-120.0,1.8333333333333335,0.5454545454545454,Under,4.5,-123.0,1.8130081300813008,0.5515695067264574,Under,4.5,-132.0,1.7575757575757576,0.5689655172413793,,,,,,Under,4.5,-125.0,1.8,0.5555555555555556,Under,4.5,-132.0,1.7575757575757576,0.5689655172413793,Under,4.5,-123.0,1.8130081300813008,0.5515695067264574
player_rebounds,Donovan Mitchell,Over,Over,4.5,100.0,2.0,0.5,Over,4.5,100.0,2.0,0.5,Over,3.5,-215.0,1.4651162790697674,0.6825396825396826,,,,,,Over,4.5,100.0,2.0,0.5,Over,4.5,104.0,2.04,0.49019607843137253,Over,4.5,-106.0,1.9433962264150944,0.5145631067961165
player_rebounds,Donovan Mitchell,Under,Under,4.5,-130.0,1.7692307692307692,0.5652173913043479,Under,4.5,-130.0,1.7692307692307692,0.5652173913043479,Under,3.5,155.0,2.55,0.3921568627450981,,,,,,Under,4.5,-130.0,1.7692307692307692,0.5652173913043479,Under,4.5,-132.0,1.7575757575757576,0.5689655172413793,Under,4.5,-129.0,1.7751937984496124,0.5633187772925764
player_rebounds,Evan Mobley,Over,Over,9.5,110.0,2.1,0.47619047619047616,Over,9.5,110.0,2.1,0.47619047619047616,Over,8.5,-152.0,1.6578947368421053,0.6031746031746031,,,,,,Over,9.5,110.0,2.1,0.47619047619047616,Over,9.5,118.0,2.1799999999999997,0.4587155963302753,Over,9.5,110.0,2.1,0.47619047619047616
player_rebounds,Evan Mobley,Under,Under,9.5,-145.0,1.6896551724137931,0.5918367346938775,Under,9.5,-143.0,1.6993006993006992,0.5884773662551441,Under,8.5,115.0,2.15,0.46511627906976744,,,,,,Under,9.5,-142.0,1.704225352112676,0.5867768595041323,Under,9.5,-150.0,1.6666666666666665,0.6000000000000001,Under,9.5,-151.0,1.6622516556291391,0.601593625498008
player_rebounds,Isaac Okoro,Over,Over,2.5,100.0,2.0,0.5,Over,2.5,103.0,2.0300000000000002,0.4926108374384236,Over,2.5,-103.0,1.970873786407767,0.5073891625615764,,,,,,Over,2.5,100.0,2.0,0.5,,,,,,Over,2.5,-103.0,1.970873786407767,0.5073891625615764
player_rebounds,Isaac Okoro,Under,Under,2.5,-135.0,1.7407407407407407,0.574468085106383,Under,2.5,-133.0,1.7518796992481203,0.5708154506437768,Under,2.5,-130.0,1.7692307692307692,0.5652173913043479,,,,,,Under,2.5,-130.0,1.7692307692307692,0.5652173913043479,,,,,,Under,2.5,-133.0,1.7518796992481203,0.5708154506437768
player_rebounds,Jarrett Allen,Over,Over,10.5,-150.0,1.6666666666666665,0.6000000000000001,Over,10.5,-128.0,1.78125,0.5614035087719298,Over,10.5,-132.0,1.7575757575757576,0.5689655172413793,Over,10.5,-120.0,1.8333333333333335,0.5454545454545454,Over,10.5,-142.0,1.704225352112676,0.5867768595041323,Over,10.5,-136.0,1.7352941176470589,0.576271186440678,Over,10.5,-139.0,1.7194244604316546,0.5815899581589958
player_rebounds,Jarrett Allen,Under,Under,10.5,110.0,2.1,0.47619047619047616,Under,10.5,-101.0,1.99009900990099,0.5024875621890548,Under,10.5,-103.0,1.970873786407767,0.5073891625615764,Under,10.5,-110.0,1.9090909090909092,0.5238095238095238,Under,10.5,110.0,2.1,0.47619047619047616,Under,10.5,106.0,2.06,0.4854368932038835,Under,10.5,102.0,2.02,0.49504950495049505
player_rebounds,Jaylen Brown,Over,Over,5.5,-125.0,1.8,0.5555555555555556,Over,5.5,-130.0,1.7692307692307692,0.5652173913043479,Over,5.5,-130.0,1.7692307692307692,0.5652173913043479,Over,5.5,-135.0,1.7407407407407407,0.574468085106383,Over,5.5,-130.0,1.7692307692307692,0.5652173913043479,Over,5.5,-122.0,1.819672131147541,0.5495495495495495,Over,5.5,-133.0,1.7518796992481203,0.5708154506437768
player_rebounds,Jaylen Brown,Under,Under,5.5,-110.0,1.9090909090909092,0.5238095238095238,Under,5.5,100.0,2.0,0.5,Under,5.5,-103.0,1.970873786407767,0.5073891625615764,Under,5.5,105.0,2.05,0.48780487804878053,Under,5.5,100.0,2.0,0.5,Under,5.5,-104.0,1.9615384615384617,0.5098039215686274,Under,5.5,-103.0,1.970873786407767,0.5073891625615764
player_rebounds,Jayson Tatum,Over,Over,8.5,-125.0,1.8,0.5555555555555556,Over,8.5,-137.0,1.72992700729927,0.5780590717299579,Over,8.5,-121.0,1.8264462809917354,0.5475113122171946,Over,8.5,-125.0,1.8,0.5555555555555556,Over,8.5,-125.0,1.8,0.5555555555555556,Over,8.5,-120.0,1.8333333333333335,0.5454545454545454,Over,8.5,-123.0,1.8130081300813008,0.5515695067264574
player_rebounds,Jayson Tatum,Under,Under,8.5,-105.0,1.9523809523809523,0.5121951219512195,Under,8.5,106.0,2.06,0.4854368932038835,Under,8.5,-110.0,1.9090909090909092,0.5238095238095238,Under,8.5,-105.0,1.9523809523809523,0.5121951219512195,Under,8.5,-105.0,1.9523809523809523,0.5121951219512195,Under,8.5,-106.0,1.9433962264150944,0.5145631067961165,Under,8.5,-111.0,1.900900900900901,0.5260663507109005
player_rebounds,Jrue Holiday,Over,Over,4.5,115.0,2.15,0.46511627906976744,Over,4.5,115.0,2.15,0.46511627906976744,Over,4.5,110.0,2.1,0.47619047619047616,,,,,,Over,4.5,120.0,2.2,0.45454545454545453,Over,4.5,114.0,2.1399999999999997,0.4672897196261683,Over,4.5,106.0,2.06,0.4854368932038835
player_rebounds,Jrue Holiday,Under,Under,4.5,-155.0,1.6451612903225805,0.607843137254902,Under,4.5,-149.0,1.6711409395973154,0.5983935742971888,Under,4.5,-148.0,1.6756756756756757,0.5967741935483871,,,,,,Under,4.5,-154.0,1.6493506493506493,0.6062992125984252,Under,4.5,-146.0,1.6849315068493151,0.5934959349593496,Under,4.5,-145.0,1.6896551724137931,0.5918367346938775
player_steals,Al Horford,Over,Over,0.5,-145.0,1.6896551724137931,0.5918367346938775,,,,,,Over,0.5,-150.0,1.6666666666666665,0.6000000000000001,Over,0.5,-150.0,1.6666666666666665,0.6000000000000001,,,,,,,,,,,Over,0.5,-148.0,1.6756756756756757,0.5967741935483871
player_steals,Al Horford,Under,Under,0.5,110.0,2.1,0.47619047619047616,,,,,,Under,0.5,112.0,2.12,0.4716981132075471,Under,0.5,115.0,2.15,0.46511627906976744,,,,,,,,,,,Under,0.5,108.0,2.08,0.4807692307692307
player_steals,Darius Garland,Over,Over,0.5,-225.0,1.4444444444444444,0.6923076923076923,,,,,,Over,0.5,-215.0,1.4651162790697674,0.6825396825396826,Over,0.5,-240.0,1.4166666666666667,0.7058823529411764,Over,0.5,-212.0,1.4716981132075473,0.6794871794871794,,,,,,Over,0.5,-224.0,1.4464285714285714,0.691358024691358
player_steals,Darius Garland,Under,Under,0.5,170.0,2.7,0.37037037037037035,,,,,,Under,0.5,160.0,2.6,0.3846153846153846,Under,0.5,175.0,2.75,0.36363636363636365,Under,0.5,160.0,2.6,0.3846153846153846,,,,,,Under,0.5,159.0,2.59,0.3861003861003861
player_steals,Derrick White,Over,Over,0.5,-175.0,1.5714285714285714,0.6363636363636364,,,,,,Over,0.5,-167.0,1.5988023952095807,0.6254681647940076,Over,0.5,-180.0,1.5555555555555556,0.6428571428571428,Over,0.5,-175.0,1.5714285714285714,0.6363636363636364,,,,,,Over,0.5,-179.0,1.558659217877095,0.6415770609318996
player_steals,Derrick White,Under,Under,0.5,130.0,2.3,0.4347826086956522,,,,,,Under,0.5,125.0,2.25,0.4444444444444444,Under,0.5,135.0,2.35,0.425531914893617,Under,0.5,135.0,2.35,0.425531914893617,,,,,,Under,0.5,129.0,2.29,0.4366812227074236
player_steals,Donovan Mitchell,Over,Over,1.5,135.0,2.35,0.425531914893617,,,,,,Over,1.5,130.0,2.3,0.4347826086956522,Over,1.5,135.0,2.35,0.425531914893617,Over,1.5,135.0,2.35,0.425531914893617,Over,1.5,128.0,2.2800000000000002,0.43859649122807015,Over,1.5,129.0,2.29,0.4366812227074236
player_steals,Donovan Mitchell,Under,Under,1.5,-185.0,1.5405405405405406,0.6491228070175439,,,,,,Under,1.5,-177.0,1.5649717514124295,0.6389891696750902,Under,1.5,-180.0,1.5555555555555556,0.6428571428571428,Under,1.5,-175.0,1.5714285714285714,0.6363636363636364,Under,1.5,-164.0,1.6097560975609757,0.6212121212121212,Under,1.5,-179.0,1.558659217877095,0.6415770609318996
player_steals,Evan Mobley,Over,Over,0.5,-155.0,1.6451612903225805,0.607843137254902,,,,,,Over,0.5,-159.0,1.6289308176100628,0.613899613899614,Over,0.5,-160.0,1.625,0.6153846153846154,Over,0.5,-175.0,1.5714285714285714,0.6363636363636364,,,,,,Over,0.5,-157.0,1.6369426751592355,0.6108949416342413
player_steals,Evan Mobley,Under,Under,0.5,115.0,2.15,0.46511627906976744,,,,,,Under,0.5,118.0,2.1799999999999997,0.4587155963302753,Under,0.5,120.0,2.2,0.45454545454545453,Under,0.5,135.0,2.35,0.425531914893617,,,,,,Under,0.5,114.0,2.1399999999999997,0.4672897196261683
player_steals,Isaac Okoro,Over,Over,0.5,-145.0,1.6896551724137931,0.5918367346938775,,,,,,Over,0.5,-157.0,1.6369426751592355,0.6108949416342413,Over,0.5,-150.0,1.6666666666666665,0.6000000000000001,,,,,,,,,,,Over,0.5,-145.0,1.6896551724137931,0.5918367346938775
player_steals,Isaac Okoro,Under,Under,0.5,110.0,2.1,0.47619047619047616,,,,,,Under,0.5,118.0,2.1799999999999997,0.4587155963302753,Under,0.5,115.0,2.15,0.46511627906976744,,,,,,,,,,,Under,0.5,106.0,2.06,0.4854368932038835
player_steals,Jarrett Allen,Over,Over,0.5,-155.0,1.6451612903225805,0.607843137254902,,,,,,Over,0.5,-159.0,1.6289308176100628,0.613899613899614,Over,0.5,-160.0,1.625,0.6153846153846154,,,,,,,,,,,Over,0.5,-160.0,1.625,0.6153846153846154
player_steals,Jarrett Allen,Under,Under,0.5,115.0,2.15,0.46511627906976744,,,,,,Under,0.5,120.0,2.2,0.45454545454545453,Under,0.5,120.0,2.2,0.45454545454545453,,,,,,,,,,,Under,0.5,116.0,2.16,0.4629629629629629
player_steals,Jaylen Brown,Over,Over,0.5,-200.0,1.5,0.6666666666666666,,,,,,Over,0.5,-225.0,1.4444444444444444,0.6923076923076923,Over,0.5,-200.0,1.5,0.6666666666666666,Over,0.5,-204.0,1.4901960784313726,0.6710526315789473,Over,0.5,-200.0,1.5,0.6666666666666666,Over,0.5,-204.0,1.4901960784313726,0.6710526315789473
player_steals,Jaylen Brown,Under,Under,0.5,150.0,2.5,0.4,,,,,,Under,0.5,163.0,2.63,0.3802281368821293,Under,0.5,150.0,2.5,0.4,Under,0.5,155.0,2.55,0.3921568627450981,Under,0.5,154.0,2.54,0.39370078740157477,Under,0.5,146.0,2.46,0.4065040650406504
player_steals,Jayson Tatum,Over,Over,0.5,-225.0,1.4444444444444444,0.6923076923076923,,,,,,Over,0.5,-215.0,1.4651162790697674,0.6825396825396826,Over,0.5,-220.0,1.4545454545454546,0.6875,Over,0.5,-212.0,1.4716981132075473,0.6794871794871794,Over,0.5,-215.0,1.4651162790697674,0.6825396825396826,Over,0.5,-224.0,1.4464285714285714,0.691358024691358
player_steals,Jayson Tatum,Under,Under,0.5,160.0,2.6,0.3846153846153846,,,,,,Under,0.5,155.0,2.55,0.3921568627450981,Under,0.5,165.0,2.65,0.37735849056603776,Under,0.5,160.0,2.6,0.3846153846153846,Under,0.5,164.0,2.6399999999999997,0.37878787878787884,Under,0.5,159.0,2.59,0.3861003861003861
player_steals,Jrue Holiday,Over,Over,0.5,-135.0,1.7407407407407407,0.574468085106383,,,,,,Over,0.5,-148.0,1.6756756756756757,0.5967741935483871,Over,0.5,-135.0,1.7407407407407407,0.574468085106383,Over,0.5,-130.0,1.7692307692307692,0.5652173913043479,,,,,,Over,0.5,-139.0,1.7194244604316546,0.5815899581589958
player_steals,Jrue Holiday,Under,Under,0.5,100.0,2.0,0.5,,,,,,Under,0.5,110.0,2.1,0.47619047619047616,Under,0.5,105.0,2.05,0.48780487804878053,Under,0.5,100.0,2.0,0.5,,,,,,Under,0.5,102.0,2.02,0.49504950495049505
player_triple_double,Jayson Tatum,No,No,,-10000.0,1.01,0.9900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_triple_double,Jayson Tatum,Yes,Yes,,1000.0,11.0,0.09090909090909091,,,,,,,,,,,Yes,,1000.0,11.0,0.09090909090909091,Yes,,1200.0,13.0,0.07692307692307693,Yes,,1200.0,13.0,0.07692307692307693,Yes,,1000.0,11.0,0.09090909090909091
